username, created_at, lng, lat, text
Salieyah_W, Wed Apr 22 14:37:29 +0000 2020, -75.117998, 40.004866, I’m so thankful 🥰 
MamasBoyApprl, Wed Apr 22 14:37:29 +0000 2020, -79.650000, 43.600000, We all do #SocialIsolation #SocialDistancing different. But remember, no matter where you are, or how you do it...w… https://t.co/te88IvmEmr 
CoachYosie, Wed Apr 22 14:37:29 +0000 2020, -82.577700, 27.488200, She thinks it’s a lounger not bouncer 😹😹😹 using a mini trampoline/rebounder is a great way to get your heart pumpin… https://t.co/EABSksGsxV 
erinwaggoner, Wed Apr 22 14:37:29 +0000 2020, -85.768241, 37.822244, .@KySportsRadio I think people who renewed their @UKFootball season @UKTix first should get the chance to go (says… https://t.co/eLNEdDhh6J 
mittenbird, Wed Apr 22 14:37:29 +0000 2020, -77.101999, 38.880845, My cat doesn’t believe in privacy https://t.co/h5NmvglQz4 
Scottvickers27, Wed Apr 22 14:37:29 +0000 2020, -88.336118, 41.690508, I think @nateburleson is a rising star in this business. He talks game like Romo. 
tay__loren, Wed Apr 22 14:37:29 +0000 2020, -81.972705, 28.049601, one of my finer moments 
NinaDESell, Wed Apr 22 14:37:29 +0000 2020, -76.551163, 39.386823, @KatieMowgli @joshrediscover @wethegriswolds @WALKTHEMOONband @DREAMERSjoinus @Themowglis @AodhanMusic_ Chill lady,… https://t.co/LyT69GPQGz 
nolimit_mara, Wed Apr 22 14:37:29 +0000 2020, -77.604684, 41.117936, @Ogjuice2 What??? do you really want to be serious right now cause it’s only about 10 songs TOP by hov that are hit… https://t.co/mt81KPeM2y 
singleton_shaun, Wed Apr 22 14:37:29 +0000 2020, -115.149000, 36.167500, Just posted a photo @ Las Vegas, Nevada https://t.co/1CMNbLkl2v 
ron_wyche, Wed Apr 22 14:37:29 +0000 2020, -83.173867, 32.678207, @tomdanielson Thank You Tom, its a great book and provides excellent guidance. 
THATS_SOJADEN, Wed Apr 22 14:37:29 +0000 2020, -89.864704, 30.779717, yo duermo en la clase español 
MillidollarMaj, Wed Apr 22 14:37:29 +0000 2020, -84.541562, 33.588263, If Ik learned how to do makeup fr I’ll be one badddddd bitch 🥰 
lrichmond13, Wed Apr 22 14:37:29 +0000 2020, -122.630908, 45.536402, https://t.co/9yPI0LSjxz 
HSRetoucher, Wed Apr 22 14:37:29 +0000 2020, -118.411907, 34.020789, @DrTedros Make it televised for the whole world to see. https://t.co/mzJzVqhIVe 
GinAlbanese, Wed Apr 22 14:37:29 +0000 2020, -87.831100, 42.129600, Continuing progress to make real estate dreams a realiy👏#buyingahome #sellinghomes #dreamscometrue✨ ☎️8474449729 @… https://t.co/OPlU1oJ3bI 
No1GotItBetter, Wed Apr 22 14:37:29 +0000 2020, -122.423118, 37.658799, @FirstTake If you could go back in time and watch one player in person, who would it be? #NBA #Boxing #Olympics #NFL #MLB etc. 
justizin, Wed Apr 22 14:37:30 +0000 2020, -122.435979, 37.770657, @mattfahrner check back in 25y when I have time 
majoreking, Wed Apr 22 14:37:30 +0000 2020, -96.761753, 32.819858, @partynextdoor Ron Cater still slaps 👀 
retranger2, Wed Apr 22 14:37:30 +0000 2020, -80.313674, 25.712215, Those Visas’ should only include students and medical personnel who are certified!… https://t.co/4a0489a2N8 
PlayInPaint, Wed Apr 22 14:37:30 +0000 2020, -81.951620, 41.401030, #workinprogress #art #artistsoninstagram  #music and #mixedmedia #staytuned #jmsartisticdimensions #creatingart @ J… https://t.co/jxueWVeclY 
iFF2JUiCY, Wed Apr 22 14:37:30 +0000 2020, -84.315070, 33.874544, @4BreNetwork I’m glad you’re alive friend😭😭😭 I slept like a baby 
VSamone, Wed Apr 22 14:37:30 +0000 2020, -96.761753, 32.819858, Bet 
Antonionabi, Wed Apr 22 14:37:30 +0000 2020, -95.446486, 29.838495, @jayfonsecapr ¿Cómo tú sabes qué este falso conteo del principio no era para ser corregido y que fuera menos y dar… https://t.co/q0B1Y6Bs0M 
MommaSam66, Wed Apr 22 14:37:30 +0000 2020, -116.237907, 33.744633, Alright DSUSD, I've got my green and blue for Earth Day....do you??  #EarthDay #DSUSDUnitedSpiritWeek #LQPride… https://t.co/7BDgU1hG4D 
TonySikes, Wed Apr 22 14:37:30 +0000 2020, -97.455741, 35.695222, @Teslarati @KlenderJoey Because hydrocarbons still power our economy and way of life. People still want heat and ai… https://t.co/n6YzKfC1wm 
PaperstacksHit, Wed Apr 22 14:37:30 +0000 2020, -84.314792, 33.706392, Like? Lmao 
FunFriendsPod1, Wed Apr 22 14:37:30 +0000 2020, -79.861034, 35.170499, @JuliaMelton If you wanna tag along with a group of friends as they try new activities and attend fun events then c… https://t.co/BoVreSDEr3 
c_ryanchandler, Wed Apr 22 14:37:30 +0000 2020, -93.786867, 30.127041, What are some ways you and your church has found koinonia in the quarantine? I really am interested and would love… https://t.co/motMxKiT2C 
GilnetSonic, Wed Apr 22 14:37:30 +0000 2020, -100.293591, 25.641718, @lopezobrador_ ya el pueblo ya no lo quiere , los bots de Twitter no son la mayoría ya que su modelo no funciona Ni… https://t.co/A0tSDDbXrE 
0hkristinnicole, Wed Apr 22 14:37:30 +0000 2020, -80.402683, 33.937393, I will ALWAYS own up to my mistakes when I realize I’ve made one but i can’t own up do a wrong doing if I don’t kno… https://t.co/DzFBWi6rvx 
allynwest, Wed Apr 22 14:37:30 +0000 2020, -95.446486, 29.838495, @torygattis @sbcrosscountry @RiceKinderInst @christofspieler It’s in Shady Acres. The photo originally accompanied… https://t.co/ukwKvvEYV0 
jmaldonado3578, Wed Apr 22 14:37:31 +0000 2020, -92.222799, 34.883708, @TheDannyCage I was pissed! You know how many bags of M&amp;M’s I bought looking for that gray one?? Guy had it the whole time!! 
ArnieK, Wed Apr 22 14:37:30 +0000 2020, -112.124676, 33.552863, Day 40... #QuarantineLife https://t.co/U0LA1HTftb 
sufridx, Wed Apr 22 14:37:31 +0000 2020, -122.362414, 37.948843, I hate it here😒 https://t.co/DSiq2N8NB6 
ViernesHunter, Wed Apr 22 14:37:31 +0000 2020, -158.026613, 21.394930, Trusting in Gods plan and just working hard to get to where I wanna be 
malefaxtion, Wed Apr 22 14:37:31 +0000 2020, -98.540651, 29.417501, @nayellygorentz Love you more 💗💗 thank you 
ymhafsaj, Wed Apr 22 14:37:31 +0000 2020, -75.117998, 40.004866, brian kemp is the southern equivalent of chris christie 
Sinnthhia, Wed Apr 22 14:37:31 +0000 2020, -118.107439, 34.010187, It’s my day off &amp; ive been up since 6:30. 😩🙁😩 
TeetheGem, Wed Apr 22 14:37:31 +0000 2020, -75.117998, 40.004866, Do y’all know how hard it is to hold in a cough in a public space?! My eyes were watering under my mask, I was swea… https://t.co/x1iUWwBHcz 
tmj_wvc_nursing, Wed Apr 22 14:37:31 +0000 2020, -81.633647, 38.351711, Interested in a job in #Charleston, WV? This could be a great fit. Click the link in our bio to apply: Clinical Qua… https://t.co/VftRdVVePw 
The_Real_Hamm78, Wed Apr 22 14:37:31 +0000 2020, -93.197723, 30.202771, @KingSuge2 @King_John4 Tf I just noticed what tf you’re tweeting from, no wonder you live an ass life lmao 
Raedianzzz, Wed Apr 22 14:37:31 +0000 2020, -75.117998, 40.004866, Surrounded by air and fire signs more than anything. I'm the product of both. 
BonnieHausman, Wed Apr 22 14:37:31 +0000 2020, -71.213683, 42.325392, @AC360 @drsanjaygupta reported on usa being unaware of covid cases earlier. Jan 23/4 I called CDC to warn, concerne… https://t.co/AbzYXc60ye 
UncleNathanW, Wed Apr 22 14:37:32 +0000 2020, -110.915573, 32.189391, @sunshineskies7 That smile though...🥰 
alvamo1965, Wed Apr 22 14:37:32 +0000 2020, -98.189648, 26.167904, @DeUnaSolaPieza 😊 
OhThatsAT, Wed Apr 22 14:37:32 +0000 2020, -96.761753, 32.819858, SounDDDs are curated by @TheKennyReeves of @GoodCulture_DTX. This is a living playlist with songs that are subject… https://t.co/G9yVOH8sJO 
Chucksluck, Wed Apr 22 14:37:32 +0000 2020, -86.464842, 36.372563, @united__UK Sleepy JOE'S Brain, if he gets in the White House it will be a 3rd. term for Obama and he doesn't have… https://t.co/rHL0ZdYN2O 
BaltimoreThings, Wed Apr 22 14:37:32 +0000 2020, -76.794891, 39.368037, @trell9501 Wassup 
antonionm1955, Wed Apr 22 14:37:32 +0000 2020, -106.162898, 28.941866, @claudiaaznor Lusto 
MzEiGhT8_2u, Wed Apr 22 14:37:32 +0000 2020, -88.709551, 32.377719, @D_Brownn5 😩😩😂😂 
devan_riley, Wed Apr 22 14:37:32 +0000 2020, -79.861034, 35.170499, @Rusty_Mau You better turn Mama Mau’s thermostat on! 
harbocop, Wed Apr 22 14:37:32 +0000 2020, -79.272570, 43.629311, @beltrhan_raul. https://t.co/gEBj4RjkoP 
SinisterInfant, Wed Apr 22 14:37:32 +0000 2020, -87.893924, 42.036141, @dylannorthrup @mikalkhill Same. I miss my forty minute me time. 
e_aguilarr, Wed Apr 22 14:37:32 +0000 2020, -119.025163, 35.346902, @muahbribrii Get Ramiro &amp; fern to pick y’all outfits out and see who has better style 😂 
BHGREGaryGreene, Wed Apr 22 14:37:32 +0000 2020, -96.180800, 29.785900, Check out our #listing in #Sealy #TX  #realestate #realtor https://t.co/Bsd0K5m8Vs https://t.co/8QRFpFtXh7 
tmj_NYS_NURSING, Wed Apr 22 14:37:32 +0000 2020, -76.332710, 43.158679, Want to work at Remedy Intelligent Staffing? We're hiring in #Baldwinsville, NY! Click for details: https://t.co/oSZvUwhVnG #Nursing 
FranklinaTawiah, Wed Apr 22 14:37:32 +0000 2020, -79.759591, 43.724971, Scams are on an all-time high. Be on the alert guys👀. The other day a guy who hacked into a known person's account… https://t.co/wLQDc3muR2 
AlanStump1, Wed Apr 22 14:37:33 +0000 2020, -93.262046, 44.970610, @BajanButterfly1 @JRubinBlogger @SpeakerPelosi Hahahaha 
keith_henriquez, Wed Apr 22 14:37:32 +0000 2020, -73.831187, 40.670879, I hope all my friends got their invitations. It won’t be fun without you. https://t.co/4m7DMpkv2p 
rrandall359, Wed Apr 22 14:37:33 +0000 2020, -77.072514, 41.311504, @AOC I am a Democrat but I saw the deleted tweet. Go back to being a barmaid. I don't want my country destroyed. You do. 
D_Meledie, Wed Apr 22 14:37:33 +0000 2020, -120.882482, 47.273022, In the U.S., China is profiting from the American media’s rush to take China’s side in a battle with a Trump admini… https://t.co/NrjskTWLTN 
iam_JC1, Wed Apr 22 14:37:33 +0000 2020, -96.761753, 32.819858, She made it. She made it. Glad you took the course. Your weekend is on us. 
SeOCo3, Wed Apr 22 14:37:33 +0000 2020, -73.669450, 40.588623, @CBCKatie Thank God he is our President!! 
TheeCleveland, Wed Apr 22 14:37:33 +0000 2020, -81.999132, 41.419223, They should draft Simmons if he’s there at 10, &amp; if they get Simmons you can always trade for Williams, or move bac… https://t.co/ZSwNNXb2YS 
mariamsabri, Wed Apr 22 14:37:33 +0000 2020, -122.279521, 37.875845, loved yesterday’s session on exploration, science and empire by @farsouthhistory! So much to think about. 🙏 
davidlcurry1, Wed Apr 22 14:37:33 +0000 2020, -122.696391, 45.411248, @toledo4pete @AdamKad35657105 @PeteButtigieg Yep 👍🏽 https://t.co/TcsHnQ2wQ6 
WayneSWCD, Wed Apr 22 14:37:33 +0000 2020, -82.669467, 40.365160, Beautiful!!  Happy #EarthDay2020 
JDaQue2, Wed Apr 22 14:37:33 +0000 2020, -89.922029, 35.133521, @straddleyomind 👀👀👀 
SeanSteed, Wed Apr 22 14:37:33 +0000 2020, -81.220009, 28.904590, @TonyKhan Bring Percy to Jax! 
DavidLa74068865, Wed Apr 22 14:37:33 +0000 2020, -89.266508, 39.739300, @AnnCoulter @realDonaldTrump Ann Coulter is such a stupid bitch these days - nice ass, but really quite stupid otherwise. 
authetnic, Wed Apr 22 14:37:33 +0000 2020, -118.411907, 34.020789, @pulte That’s excellent! We are doing what we can! I will definitely try to give more! https://t.co/OyXaXIrA5k 
phaeth, Wed Apr 22 14:37:33 +0000 2020, -118.411907, 34.020789, It’s Here, on my birthday! After about 3 yrs of people asking. So as Bday gift, please subscribe &amp; review and follo… https://t.co/ZsUhzQW71o 
catchmekarmaa, Wed Apr 22 14:37:33 +0000 2020, -97.130289, 33.634366, https://t.co/s3ezodnSQa 
edwards_yancey, Wed Apr 22 14:37:33 +0000 2020, -74.214139, 40.766601, Good morning #EastOrangeHighSchool alumni #Eastorange https://t.co/mKcEYDVEeM 
peaches2418, Wed Apr 22 14:37:33 +0000 2020, -94.378332, 39.088004, #GoldFaithful #Sweepstakes 
soqweenly, Wed Apr 22 14:37:33 +0000 2020, -83.173867, 32.678207, @HubSpot just released a millennial reports and it’s got me hype bc I’m a marketing geek and proud of it. If you… https://t.co/F3p468gLyr 
HiJazmineNicole, Wed Apr 22 14:37:33 +0000 2020, -100.076888, 31.168893, when 2 live crew said “hoe i love your big brown eyes” i felt that 
CarlosRosario2, Wed Apr 22 14:37:33 +0000 2020, -72.787274, 41.679872, @carpat_1 I know 😫. It hurts just seeing Brady in a different uniform. Now Gronk? 
OiseWellness, Wed Apr 22 14:37:34 +0000 2020, -79.272570, 43.629311, Happy #EarthDay2020!!!🌏🌎🌍 https://t.co/EJBQOsWood 
david_hamil10, Wed Apr 22 14:37:34 +0000 2020, -80.580227, 40.675642, https://t.co/3S357Puj60 
mercyK___, Wed Apr 22 14:37:34 +0000 2020, -89.922029, 35.133521, my lil brother: you ain’t had a boyfriend in a long time. me: yeaaaaa nigga 🤣him: i need to put you on. that’s wh… https://t.co/S9NWTIpkY2 
AnibalMexico, Wed Apr 22 14:37:34 +0000 2020, -100.293591, 25.641718, @OscoyAngel hola. No se como escribirte por DM pero te lo digo por aquí. Necesito un trabajo hecho en madera y me g… https://t.co/REyPvwLp3W 
H_daGREAT1, Wed Apr 22 14:37:34 +0000 2020, -75.117998, 40.004866, @Crack_CoKaighn No she don’t 😭Brady at the end of his career he ain’t leave to win and his coach out to prove somet… https://t.co/KlVhICeouB 
la_miranceu, Wed Apr 22 14:37:34 +0000 2020, -73.723025, 45.557830, C’est à dire que tu commandes tes habits, tu es contente tu attends un mois pour qu’au final on te rembourse ton ar… https://t.co/CREkqge3tZ 
konaicesanpat, Wed Apr 22 14:37:34 +0000 2020, -97.206553, 27.864609, It’s your day Ingleside!! https://t.co/zWuyJWkIqC 
youknowthevibes, Wed Apr 22 14:37:34 +0000 2020, -73.948775, 40.655138, @MedioAlt @realDonaldTrump @CNN Yup. 
TaffG400, Wed Apr 22 14:37:34 +0000 2020, -112.124676, 33.552863, Vote for my girl Gionni Brown!❤️ 
JoelandDesree, Wed Apr 22 14:37:34 +0000 2020, -119.827182, 39.512436, @Hello_Antoine Omw! 🤣 
hillgafam, Wed Apr 22 14:37:34 +0000 2020, -90.377281, 38.635678, @realDonaldTrump @JennaEllisEsq Time for #FakeNews to pay no matter what side of aisle you are on. 
JaymeJo70039206, Wed Apr 22 14:37:34 +0000 2020, -82.596627, 39.736975, Sad, but true. 
Hecgloo, Wed Apr 22 14:37:35 +0000 2020, -111.931711, 34.168253, aventador on the ground like a skateboard 
corneliusrneal, Wed Apr 22 14:37:35 +0000 2020, -94.817303, 33.895672, @soonerleesa We'll try but Mother Nature outchea trippin... 
CareersBCH, Wed Apr 22 14:37:35 +0000 2020, -105.236388, 40.016370, Can you recommend anyone for this job in #Boulder, CO? https://t.co/A1TYeeFrW9 #Hospitality 
Kiaaaa__, Wed Apr 22 14:37:35 +0000 2020, -75.569541, 39.671596, Every time I see a bottle of henny I be ready to kept y’all whole story 
mikef3825, Wed Apr 22 14:37:35 +0000 2020, -90.178629, 30.001244, @Mountaingal456 @madShana @GiveItAll11 @NickM538 @EastBhamKid @DiStitz @Zalman888 @UbelCheryl @Salvester001… https://t.co/VbiLQCBlWa 
tmj_TPA_secure, Wed Apr 22 14:37:35 +0000 2020, -82.457178, 27.950575, See our latest Tampa, FL Security Officer job opportunity and click the link in our bio to apply: Hotel Security of… https://t.co/5ihLfm8D0B 
Marisela50, Wed Apr 22 14:37:35 +0000 2020, -119.165389, 34.181956, @Bebes_Scrubs Thank you!  I was wondering if anyone followed me.  😂 
BREEZiieBtchYDK, Wed Apr 22 14:37:35 +0000 2020, -97.135638, 32.701850, @TraleshiaCanna2 See naaaah now he wrong for that 🤣 erbody aint got MEG knees shit 
mavsgirl21, Wed Apr 22 14:37:35 +0000 2020, -83.173867, 32.678207, @GeneralHospital @valentinifrank why do u write scripts as if we are living in the 50s-60s?  In this era u don’t ha… https://t.co/tOnob9s6jF 
LuvOfALibra, Wed Apr 22 14:37:35 +0000 2020, -94.559281, 39.100048, @LiLMAiNE334 Outside of a fat dude for Biggie and the right complexion they cast for Faith, I wouldn't know who ANYBODY is supposed to be. 
ALMIGHTYDEBS, Wed Apr 22 14:37:35 +0000 2020, -87.632496, 41.883222, #tigerking #debsotattoo #quarantinetattoo #tigertattoo #privatestudio #staysafechicago @ Chicago, Illinois https://t.co/eeHbVhOk4M 
JasberryJam, Wed Apr 22 14:37:35 +0000 2020, -79.272570, 43.629311, @crossingliss Once we get shrubs I think this will be sick! 
dilletaunt, Wed Apr 22 14:37:35 +0000 2020, -122.133816, 47.570353, @MickeyInglesLaw He wants in Ms Abrams pants though. Lol 
FOHPhoto, Wed Apr 22 14:37:35 +0000 2020, -79.272570, 43.629311, @samanthadjb Aw man. I hate needless change. Not sure if this is a fix or even relevant to ignite but i use Opera a… https://t.co/UtLC8yFFUx 
Jolarson12, Wed Apr 22 14:37:35 +0000 2020, -105.259000, 40.019400, Who speaks for these trees? Well we all do actually and there's a lot of ways  you can protect the places you love.… https://t.co/ikMkMtMqAQ 
tmj_rip_edu, Wed Apr 22 14:37:36 +0000 2020, -71.412834, 41.823989, If jobs with titles like "Education Coordinator" sound appealing to you, follow us to hear about these types of opp… https://t.co/K9VwemvmTy 
sbrick11, Wed Apr 22 14:37:36 +0000 2020, -89.440957, 43.007759, @Vikings 
tmj_CO_secure, Wed Apr 22 14:37:36 +0000 2020, -104.821363, 38.833882, Are you a Veteran? Men and women who have served in the military are an integral part of Allied Universal. Apply to… https://t.co/akzKujPlzO 
Sb2525L, Wed Apr 22 14:37:36 +0000 2020, -157.799589, 21.319944, #tbt #universityofhawaiiatmanoa #athlete #football https://t.co/kI0Urg0P9m 
jcinkc53, Wed Apr 22 14:37:36 +0000 2020, -94.808085, 38.886623, @peterframpton Happy birthday! 
planeta_juan, Wed Apr 22 14:37:36 +0000 2020, -73.723025, 45.557830, @DavidSa10693072 Cada nacionalidad merece su vídeo por aparte. Este es para colombianos mientras hago otras 👍 
NakedCapsid, Wed Apr 22 14:37:36 +0000 2020, -78.895441, 35.990983, @_colm_ I will always love you, Colm. 
kidwuu, Wed Apr 22 14:37:36 +0000 2020, -95.446486, 29.838495, @preppy_johnson Nall pop that is French song. He just a give u one verse n keep it moving. 
marcijohnsen, Wed Apr 22 14:37:36 +0000 2020, -117.769000, 33.531500, It’s planting time 🌱🥀🌸🌻🌹🌿🌾.#happyearthday🌎 #mybffsyard #green #greenthumb #horticulture #iloveplants🌿… https://t.co/7ZRWg2BDe9 
TAnaRamma, Wed Apr 22 14:37:36 +0000 2020, -72.570236, 42.171347, @shabazz_jab I hear you. I also feel like our generation went thru periods of time where we recognized both as the… https://t.co/i8oQX1flKM 
bessica_, Wed Apr 22 14:37:36 +0000 2020, -74.267242, 40.696176, ok nobody wanna go there anyway BAT EATER head asses 
LucasRoss, Wed Apr 22 14:37:36 +0000 2020, -97.552161, 35.482844, Let’s not mess it up anymore than it already is.... #Mearthday https://t.co/gkoMcp2FNi 
jessjan, Wed Apr 22 14:37:36 +0000 2020, -74.030317, 40.766620, @caitrionambalfe @JustGiving @WChildCancer You’re always so generous and giving! I hope life continues to bless you… https://t.co/jmu14RRnDc 
StephenDiLoreto, Wed Apr 22 14:37:37 +0000 2020, -73.219586, 40.860507, Freddie is so fucking fire man... 
1Fat_Quon, Wed Apr 22 14:37:37 +0000 2020, -83.725610, 42.994459, @_breeeee_xo You lame 
FunFriendsPod1, Wed Apr 22 14:37:37 +0000 2020, -79.861034, 35.170499, @_avdesignco If you wanna tag along with a group of friends as they try new activities and attend fun events then c… https://t.co/5vi9sOUUHf 
SardonicOldMan, Wed Apr 22 14:37:37 +0000 2020, -75.770041, 42.746617, It can not be repeated enough:This thing will be driven by what the public believes is necessary...they will act… https://t.co/6dCFG9IxEQ 
AthensAcademyFB, Wed Apr 22 14:37:37 +0000 2020, -83.399779, 33.956384, This is usually a very busy time on our campus for college recruiting. The current health crisis has changed this a… https://t.co/5Q4ZkMiy89 
presidentkylaah, Wed Apr 22 14:37:37 +0000 2020, -106.417430, 31.793368, @sillysavannah__ u know that’s meeee bayyybeeee 
MarshfieldTC, Wed Apr 22 14:37:37 +0000 2020, -71.122066, 42.181456, We appreciate everything you and @lplourdeATC do for the XC and T&amp;F programs! 
ThePeanutBarrel, Wed Apr 22 14:37:37 +0000 2020, -84.440946, 42.796919, @USATODAY No @lululemon. 
AllLockandKeyco, Wed Apr 22 14:37:37 +0000 2020, -90.247824, 38.653771, https://t.co/Fq8J6HigWZ 
SketchDawg914, Wed Apr 22 14:37:37 +0000 2020, -75.770041, 42.746617, It’s crazy how hearing my own soul trapped in a beat actually sets it free... 
rems_agustin, Wed Apr 22 14:37:37 +0000 2020, -79.272570, 43.629311, Tas September ang release ng iP12🤣 
kceboch, Wed Apr 22 14:37:37 +0000 2020, -83.732464, 41.501703, Can't wait to use my new pint glasses! Thanks @CatsOnTap! And thanks for helping me discover them @andreashockling… https://t.co/XvPJWQXM4J 
October_Jonez, Wed Apr 22 14:37:37 +0000 2020, -82.987102, 40.087930, I told _purplehaze23 the hood gone love these 😷 Mask #LindenBaby @ Columbus Ohio I-71 and route 161 https://t.co/QbkICAI3Zd 
Tweetz_13, Wed Apr 22 14:37:38 +0000 2020, -76.507809, 37.090301, I’m running a special sign up for FREE!!! 
kindaelliot, Wed Apr 22 14:37:38 +0000 2020, -79.420865, 38.003376, LASAGNA 
thegutsandglory, Wed Apr 22 14:37:38 +0000 2020, -104.869534, 39.853366, @mimamsic All the water in my chart 4th 8th and 12th(Scorpio, pisces, and cancer)  Phew....... No wonder I'm seen a… https://t.co/NeHGJckdPM 
LB_BurtonSr, Wed Apr 22 14:37:38 +0000 2020, -87.327733, 41.585849, Oh yeah... @Walgreens @WAGSocialCare you guys needs to do better... It's 2020 
ctguerrero, Wed Apr 22 14:37:38 +0000 2020, -82.442694, 27.996595, Amazing! Congratulations!! #TampaBay #coral 😜#cactuscoral 
_TommyJettson, Wed Apr 22 14:37:38 +0000 2020, -84.541562, 33.588263, @RealDjAnimosity Mos def appreciate It 💪🏽 
Matt_Will9, Wed Apr 22 14:37:38 +0000 2020, -83.173867, 32.678207, She really hard though ‼️ 
TampaBayClay, Wed Apr 22 14:37:38 +0000 2020, -82.784096, 27.847071, Disgusting - all jobs are essential! 
Daliza_Sanchez, Wed Apr 22 14:37:38 +0000 2020, -80.122619, 26.721896, We got this! #faithoverfear 
richard01897246, Wed Apr 22 14:37:38 +0000 2020, -95.446486, 29.838495, @realDonaldTrump @POTUS @CNN People are tired of of these Illegal immigrants Come here and mess up our live while t… https://t.co/NGhjJNyVQF 
tmj_ky_nursing, Wed Apr 22 14:37:38 +0000 2020, -86.479436, 36.880640, If you're looking for work in #BowlingGreen, KY, check out this #Nursing job via the link in our bio: Temporary Nur… https://t.co/6Y0VJLgjjH 
bcollinsns, Wed Apr 22 14:37:38 +0000 2020, -79.319192, 44.012349, @ElliottFPrice @ElliottFPrice what do you consider the greatest Expos game in 94. Would love if @TSN_Sports could r… https://t.co/jym6J5L3eB 
peachtreecrnrs, Wed Apr 22 14:37:38 +0000 2020, -84.218540, 33.977990, Join us on Facebook for our live interview at 2pm. Link is in our profile. #repost withregram • patriziamauti Join… https://t.co/aX3LddAYeS 
jimi2124, Wed Apr 22 14:37:39 +0000 2020, -75.117998, 40.004866, @BarbMcQuade It will be interesting to see someone give a massage from 6 feet away; or a tattoo. 
milt_betteridge, Wed Apr 22 14:37:39 +0000 2020, -81.248786, 42.948841, Great way to celebrate #EarthDay2020 @OxbowPS 
ARFootballPCL, Wed Apr 22 14:37:39 +0000 2020, -75.117998, 40.004866, It didn’t matter the game, position, or score, George wanted to compete! He was an All Catholic Kicker in Football… https://t.co/ULLyltFNaz 
Lala11_7, Wed Apr 22 14:37:39 +0000 2020, -88.106030, 41.683339, I take personal pride in NOT being a resident of GA but using EVERY PLATFORM I HAD LAST WEEK for donating to… https://t.co/iQhfAYKyKg 
jecoreyarthur, Wed Apr 22 14:37:39 +0000 2020, -85.722346, 38.195555, Sicilian's in District 4 might have the best pasta in Louisville. When you order takeout, pick up a voter registrat… https://t.co/gRaTdOFX6P 
maria_jaram2010, Wed Apr 22 14:37:39 +0000 2020, -84.470729, 33.861402, Yeehaw to dead 💀 
Gerald_Huggins, Wed Apr 22 14:37:39 +0000 2020, -73.948775, 40.655138, @Snack_Machine I thought he only injured his hip. 
hemming_hawing, Wed Apr 22 14:37:39 +0000 2020, -89.569491, 44.900818, @TotesChris 🙌🏻 
DouglassHaili, Wed Apr 22 14:37:39 +0000 2020, -79.861034, 35.170499, @laineym23 Imagine how much it breaks Jesus’ heart when people reject Him 😔 
AllLockandKeyco, Wed Apr 22 14:37:39 +0000 2020, -90.247824, 38.653771, https://t.co/3ErR1mSMPS 
oldmanbeaston, Wed Apr 22 14:37:39 +0000 2020, -92.131274, 34.751936, @The_J_Cobb I’ve got your talking points. https://t.co/YS3pBkjC3f 
rosecityboii, Wed Apr 22 14:37:39 +0000 2020, -122.616596, 45.392314, I wish people would stop asking me questions looking for a answer you aren’t ready for. I’m not one of these people… https://t.co/a7NJTgWZU2 
JohnMvmac2, Wed Apr 22 14:37:39 +0000 2020, -119.306608, 37.269176, @dbongino The officer seemed very patient with that lady.   She probably should have just left when asked to do so 
molly_witherbee, Wed Apr 22 14:37:39 +0000 2020, -93.262046, 44.970610, lol everyone been talking about UCB (Upright Citizens Brigade) closing and i thought they’ve been talking about UC… https://t.co/FR0IaC7wCi 
ErMadWatts, Wed Apr 22 14:37:40 +0000 2020, -98.716992, 35.309047, People probably shit talking me because I call Jensen a hoe lmao I have no defense. This is who we are. A couple of hoe bags. 
MoSanks, Wed Apr 22 14:37:40 +0000 2020, -82.985772, 39.994684, @opinion_black @luvaboitroi Y'all gonna stop retweeting obviously fake news on my TL without confirming it 
TheRealDocG, Wed Apr 22 14:37:40 +0000 2020, -80.300878, 26.047139, @BlueSeatBlogs Really disagree regarding how Marc Staal is valued by you guys. 
Iam__Ra, Wed Apr 22 14:37:40 +0000 2020, -74.724323, 40.073041, @itsNOTdarrr https://t.co/SJDBgnO796 
Jojo52580509, Wed Apr 22 14:37:40 +0000 2020, -97.754724, 30.323346, @THESLAMMMMER Community organizers and ballot harvesters 
ohheyitsmikeyy, Wed Apr 22 14:37:40 +0000 2020, -96.761753, 32.819858, My roommates love living in an ice box 🥶 
aladnamedbrad, Wed Apr 22 14:37:40 +0000 2020, -85.978600, 35.830522, @ChloeDenmark @U_Mongoose @Johnny_Socrates @kbuts @Irishenanigoats @texaninnyc @Dude3000 @timhodgson @Chocotacolate… https://t.co/nA0d4RTBkA 
AyemSigns, Wed Apr 22 14:37:40 +0000 2020, -118.346153, 33.953633, I never asked my grandma about death and she’s at that old age where she can die any day now. Imagine how nervous t… https://t.co/PGHKw0FKAF 
Chris_CrossYa2x, Wed Apr 22 14:37:40 +0000 2020, -89.922029, 35.133521, @dmykhael Shocker. 
twieditz, Wed Apr 22 14:37:40 +0000 2020, -79.272570, 43.629311, @TOAdamVaughan @alexbozikovic @Toronto_Arch Who is building the market condos in AP? Is it Tridel? 
