username, created_at, lng, lat, text
trbgiants, Wed Apr 22 14:37:17 +0000 2020, -73.589927, 43.272204, @im_delaney_ @thegreatkhalid Soooooo goooood!!! 
TrishaK0430, Wed Apr 22 14:37:17 +0000 2020, -72.209354, 42.215666, @mzcaroljean Mornin Sweetness!.. https://t.co/Q3UNJWchlC 
rick_tuberosa, Wed Apr 22 14:37:17 +0000 2020, -70.604294, 41.738056, @idiot_girl @okjl @CarmenRAndrews @lillyslolly @PhoenixGirl73 @pamela_dahl @NikkiBirnks @leelas23 Thank You. I do I… https://t.co/RzT1sqqk2c 
Jca0, Wed Apr 22 14:37:17 +0000 2020, -94.976601, 29.767947, @MorpheBrushes My order number was order 8151529I received order 8151564 Wrong name and wrong brush. Please help… https://t.co/8wZhglP3VR 
CHAMPIONSREMAX, Wed Apr 22 14:37:17 +0000 2020, -82.656204, 28.185665, Behind every successful team, there is an excellent administrative staff. 🏆 We thank you for all your help &amp; hardwo… https://t.co/WNxBphPVv0 
RealziesCuts, Wed Apr 22 14:37:17 +0000 2020, -79.861034, 35.170499, @FredTJoseph I definitely need some help today @_BrianDaniels I woke up to another scam when is someone going to… https://t.co/PBaf4PqCmB 
HippLlama, Wed Apr 22 14:37:17 +0000 2020, -82.985772, 39.994684, @OverUnderStuff @BissetteDW @thehill His last name was Kennedy. How could you not know this? 
ThatAgentJillie, Wed Apr 22 14:37:17 +0000 2020, -95.565803, 29.726011, Let us not become weary in doing good, for at the proper time we will reap a harvest if we…https://t.co/QwHnhQgYe0… https://t.co/g0NZVDG3qU 
MrsAustinDuh, Wed Apr 22 14:37:17 +0000 2020, -83.026989, 42.492846, Come on nah wig wit yo funky ass! I’m ready to look like something... take some pics and make TikTok videos damn 🌷🌸💕 
Khaleensii, Wed Apr 22 14:37:17 +0000 2020, -94.675094, 38.931549, “Ah so the nightmare begins.” -Me to me as I wake up in the morning. 
EmbraceMeHere, Wed Apr 22 14:37:17 +0000 2020, -84.433106, 33.767195, Exactly, go talk about Fetty Wap 
aMAYzin__, Wed Apr 22 14:37:17 +0000 2020, -75.117998, 40.004866, Diversify it's the biggest way to stand out. Be good as a whole not just as one single piece. Lots of people are ta… https://t.co/gze3NNnL5o 
timekeeper1346, Wed Apr 22 14:37:17 +0000 2020, -73.948775, 40.655138, @KLGLASS2 “Please Flush”! 
josemg1468, Wed Apr 22 14:37:17 +0000 2020, -86.011649, 40.050298, @ivonnemirandaj9 Gracias 🙏 
ChiTownSpurs, Wed Apr 22 14:37:17 +0000 2020, -87.732013, 41.833585, @marcatracy Nonce 
ThaddeusGunn, Wed Apr 22 14:37:17 +0000 2020, -122.330602, 47.614817, Note to self: Stop "accidentally" calling your camellia bush a "Chlamydia bush". https://t.co/PccOY6nJW7 
MikeyReal, Wed Apr 22 14:37:17 +0000 2020, -96.761753, 32.819858, 😂😂 
anasofiaaaleon, Wed Apr 22 14:37:18 +0000 2020, -77.101999, 38.880845, @losaalifee I refuse 
dan_carmell, Wed Apr 22 14:37:18 +0000 2020, -124.169452, 40.782623, @PDXAngie @C_Stroop You’re in good company, my first thought was 🤮 
tony_charm, Wed Apr 22 14:37:18 +0000 2020, -73.948775, 40.655138, Can we all just like grow the fuck up and move on. I loved Harry Potter too but damn 
DaBillionaireKW, Wed Apr 22 14:37:18 +0000 2020, -96.961483, 32.863917, @PaigeMonece That’s a whole nother city. 💀 
RobertDorsch, Wed Apr 22 14:37:18 +0000 2020, -93.359644, 44.991707, @_jennatural The only problem with this is that your minty fresh breath makes me hungry, and then I go eat a bowl of cereal instead.....😜 
BillLeach15, Wed Apr 22 14:37:18 +0000 2020, -71.436670, 41.698940, @InterFan85 @RobGronkowski @GronkNation @charityteams @johnhancockusa @GronkFitness *test 
Phergie_O_Phour, Wed Apr 22 14:37:18 +0000 2020, -79.420865, 38.003376, When you save your semester at the 11th hour https://t.co/nK4MMVFt3Q 
cyetain, Wed Apr 22 14:37:18 +0000 2020, -79.980689, 40.431389, the diffusion of the design moment... the extended timespan of its event… has allowed design to not face its impact. 
Rosario_Strano, Wed Apr 22 14:37:18 +0000 2020, -111.965525, 33.545687, Upgrades for LLNL supercomputer from AMD, Penguin Computing aid COVID-19 researchhttps://t.co/hUqTLnj1GN 
maryrhoton, Wed Apr 22 14:37:18 +0000 2020, -82.560254, 36.621465, @Twyla59555731 No coffee yet gotta take thyroid pill and wait half a hour before I eat or drink anything besides water. Morning babe! 
bfajradical, Wed Apr 22 14:37:18 +0000 2020, -73.831187, 40.670879, Today may be the day where I give up the quarantine wook beard and transition back to “groomed and groovy.” 
WilliTrill_, Wed Apr 22 14:37:18 +0000 2020, -76.069946, 36.802541, I don’t believe in the buccs 🤷🏽‍♂️ Brady or not shit not gone change much 
tmj_MNS_health, Wed Apr 22 14:37:18 +0000 2020, -93.316383, 45.216932, CVS Health is hiring in #Andover, MN! Click the link in our bio to apply: Pharmacy Technician - Target Store #Healthcare 
Mr__fantastic__, Wed Apr 22 14:37:18 +0000 2020, -88.025543, 43.067538, 2011 
HorseshoeHype, Wed Apr 22 14:37:18 +0000 2020, -86.142922, 39.779562, @Mojomdj Welcome back! Glad to hear the news! 
danielruizs, Wed Apr 22 14:37:18 +0000 2020, -75.117998, 40.004866, @LaMaisonGagax LMAOOOOOOO 
michelle_ottawa, Wed Apr 22 14:37:18 +0000 2020, -75.800141, 45.248791, “Based on data from the 2017-18 national household survey and a definition of food insecurity as the “inadequate or… https://t.co/E3gd4V6arg 
mixtapeminimus1, Wed Apr 22 14:37:18 +0000 2020, -77.604684, 41.117936, https://t.co/FUi2hgPu7V 
amiephotos, Wed Apr 22 14:37:18 +0000 2020, -70.440373, 43.837514, Being a multi https://t.co/c5x4pKqYiX 
WiseBossy, Wed Apr 22 14:37:18 +0000 2020, -111.671789, 40.248646, @TheDMT1232 @JAEbberts @UtahJazzyman And why aren't all the mothers being arrested. 
TexSR_Tanner1, Wed Apr 22 14:37:18 +0000 2020, -97.103139, 33.030083, @jcorb_ What type of Tik Tok’s are you watching? 
mississippicook, Wed Apr 22 14:37:18 +0000 2020, -97.445173, 35.222301, I did not to be attacked like this this early in the morning 
ThatOhioKidRyan, Wed Apr 22 14:37:19 +0000 2020, -79.420865, 38.003376, Rewatching todays show since I missed the early part, and @EBJunkies - your friend's friend with the antibody - the… https://t.co/3D1teRWjfe 
JPughMI, Wed Apr 22 14:37:19 +0000 2020, -84.557899, 42.712049, @JeffMIrwin @jonathanoosting @stusandler @GovWhitmer Jeff you’re hours behind, they’ve moved on to attacking the go… https://t.co/wqElBBgYUg 
OhRawkC, Wed Apr 22 14:37:19 +0000 2020, -80.133811, 25.887650, When did hating on Miami or FL become the wave? But yall the same ones making songs about us, spending your life sa… https://t.co/iuWvKra6Za 
andydubois44, Wed Apr 22 14:37:19 +0000 2020, -71.683502, 42.036939, @WhoopiGoldberg You go Gaia😊 
FunFriendsPod1, Wed Apr 22 14:37:19 +0000 2020, -79.861034, 35.170499, @CallMeEmilee If you wanna tag along with a group of friends as they try new activities and attend fun events then… https://t.co/JZBnA0GvVY 
danielkjacobs, Wed Apr 22 14:37:19 +0000 2020, -83.804475, 27.698682, I get what Joe is going for here. But maybe - and hear me out on this for a second - a more urgent crisis facing th… https://t.co/gDlHXNcxkI 
_davidrohmer, Wed Apr 22 14:37:19 +0000 2020, -77.014398, 38.898603, This is the “future of work“: unprofitable companies fashioning themselves as innovative two-sided platforms, cutti… https://t.co/DFIVk0cfte 
jposhaughnessy, Wed Apr 22 14:37:19 +0000 2020, -73.639410, 41.050217, @MRKD26 @david_perell Me 👇🏻 https://t.co/SJBrDc2cWG 
_AnnieBananny, Wed Apr 22 14:37:19 +0000 2020, -83.804475, 27.698682, I need to go see what classes I’m taking this summer 🙄 
jongomez76, Wed Apr 22 14:37:19 +0000 2020, -118.113076, 33.844650, Amen 🙏🏻 
youknowthevibes, Wed Apr 22 14:37:19 +0000 2020, -73.948775, 40.655138, @SleekWhizzKe This tweet is dumb, and I’m spotting so many inpet people in the thread. Maybe Corona is a good thing… https://t.co/aY6M4lpwHQ 
GQue2_1911, Wed Apr 22 14:37:19 +0000 2020, -96.734900, 33.061243, Really don't care what she wears but she wouldn't wear tacky shit like this anywho 
selinarobinson, Wed Apr 22 14:37:20 +0000 2020, -122.755776, 49.285459, This is awesome! 
Bonceited_borey, Wed Apr 22 14:37:20 +0000 2020, -83.804475, 27.698682, Lmfaoooo 
digbigger, Wed Apr 22 14:37:20 +0000 2020, -85.231089, 43.096626, I love when women are like don’t compare me to the women of your past but literally go four fucking days to weeks o… https://t.co/qFlgMghylK 
Queen_Deredere, Wed Apr 22 14:37:20 +0000 2020, -73.592152, 40.703108, 2A# ... Strawb 
EllaRaeB, Wed Apr 22 14:37:20 +0000 2020, -80.112903, 26.533486, @brit_lively Right?! I was shaking immediately after. They have decaf instant so I think I’m going to get that instead 
mikeditommaso2, Wed Apr 22 14:37:20 +0000 2020, -71.436670, 41.698940, @cristinafoxtv I love you beautiful can I meet you and marry you beautiful 
JustinTymACGIII, Wed Apr 22 14:37:20 +0000 2020, -75.770041, 42.746617, @AdamSerwer @michelleinbklyn Cause for optimism?Nothing she says can be trusted.This is the same woman who said "… https://t.co/rsxIWYAGXm 
drsmadden, Wed Apr 22 14:37:20 +0000 2020, -77.858109, 40.783538, @RunwayDan I love my sister-in-law https://t.co/yPjbieN0Pm 
uF117Nighthawk, Wed Apr 22 14:37:20 +0000 2020, -105.242687, 40.023982, Odd Wednesday rant, but these are odd times. 
GillinOakhill, Wed Apr 22 14:37:21 +0000 2020, -81.152689, 37.986314, Game on! 
Marc_Sneakers, Wed Apr 22 14:37:21 +0000 2020, -87.732013, 41.833585, @rrfosho72 @followAdamA @VernonMaxwell11 Yeah Jordan wasn’t ready yet. Too bad the rockets didn’t make it back afte… https://t.co/eYBQOknlav 
KathySpiers5, Wed Apr 22 14:37:21 +0000 2020, -94.265999, 36.457560, @EricTrump He didn't build it. Obama did and handed it over to trump. 
paronlulu, Wed Apr 22 14:37:21 +0000 2020, -92.131274, 34.751936, @kelnoland2020 It is like the flu 🤧 it will go away with heat. 
kasforpres2030, Wed Apr 22 14:37:21 +0000 2020, -76.934487, 38.996971, @Afro_angie_ Every now and then I have something to say. Lol 
MiguelRiosPur, Wed Apr 22 14:37:21 +0000 2020, -122.278486, 37.758798, Pregunta del día: ¿cuál es el mejor sándwich? Para mi un media noche de la Rikomini. 
Cam_Pepper, Wed Apr 22 14:37:21 +0000 2020, -83.751503, 42.178922, On this day in 2004, former Cardinals’ safety Pat Tillman was killed in Afghanistan by friendly fire. Here is Taybo… https://t.co/jv4Vd1dBIN 
Brent_Dumler, Wed Apr 22 14:37:21 +0000 2020, -120.529760, 46.594223, Alteady have! Such incredible content 👍🏼 
ArmyOfEight, Wed Apr 22 14:37:21 +0000 2020, -86.142922, 39.779562, I am doing the happy dance in my living room. @JohnCena just followed me. 🤗🤗🤗🤗 Made my day! #EarthDay… https://t.co/MwYDDAU3sq 
pIayboyari, Wed Apr 22 14:37:21 +0000 2020, -87.967292, 43.056722, i hate it here 
MzEiGhT8_2u, Wed Apr 22 14:37:21 +0000 2020, -88.709551, 32.377719, @D_Brownn5 💪🏾💪🏾 
erinmariebrooks, Wed Apr 22 14:37:21 +0000 2020, -81.549320, 28.304521, @shannanigins26 SHOW US THE DRAMA 
gennypenny1, Wed Apr 22 14:37:21 +0000 2020, -94.559281, 39.100048, For budding bakers: check out this book “Baking Artisan Bread Using Natural Starters” by Baker Mark Friend, owner o… https://t.co/JqknWd2LtT 
cordeliarizzo, Wed Apr 22 14:37:21 +0000 2020, -87.699196, 42.045437, @NelSanMar Ya existía eso en los chat rooms a finales de los 90’s yo luego hice fiestas presenciales con la gente c… https://t.co/z8qcukga4H 
jmamsmith1, Wed Apr 22 14:37:21 +0000 2020, -71.416775, 41.955859, @kennethpolite So very sorry for your loss 🙏 
commadelimited, Wed Apr 22 14:37:22 +0000 2020, -86.744605, 36.199922, @Ulrichstan1 @Fred_Delicious Remember that baby iguana you kept under your bed? 
EcurbWordoow, Wed Apr 22 14:37:22 +0000 2020, -78.636469, 43.866011, @greg_doucette My understanding is that if your employer re-opens but you decide to stay home because of health con… https://t.co/6G43st1Dkj 
BJtheWebGuy, Wed Apr 22 14:37:22 +0000 2020, -75.770041, 42.746617, @BenOffTV Was it too much of a reminder of how painful that scene was? 😂 
coachsnipesUSMC, Wed Apr 22 14:37:22 +0000 2020, -112.124676, 33.552863, True American Hero 
CynthiaWalson, Wed Apr 22 14:37:22 +0000 2020, -92.042635, 30.192100, ST CHRISTOPHE "ST KITTS" NEVIS THERE 1985 ST THOMAS PHARMACIST NEDRA HOLDER @EricHolder RETIRED USVI BISHOP ELLIOT… https://t.co/9CepsiEY4o 
milworksmke, Wed Apr 22 14:37:22 +0000 2020, -89.500000, 44.500000, Happy Earth Day. #Wisco..#GovernorDodgeStatePark..#shoplocal #supportlocal #smallbiz#mensfashionreview… https://t.co/rJZsUZEB5v 
_acidmind, Wed Apr 22 14:37:22 +0000 2020, -77.003120, 38.618797, Yo consolandome a mi misma porque en ves de jugar bien voy a peor *sad* 
_blake69_, Wed Apr 22 14:37:22 +0000 2020, -116.399697, 43.612072, Fake news😂 this shit was set up. 
fuckriqo, Wed Apr 22 14:37:23 +0000 2020, -117.462698, 34.108160, if you hop in my car, see a roach in my ass tray n go “can i hit that?” we’re never linking again 
barmach, Wed Apr 22 14:37:23 +0000 2020, -111.880874, 33.282450, @PhoenixStaffCEO Also it was all done too quickly. It was a rush job to get something done. By doing this large loo… https://t.co/vT7d0m2gA2 
PadillasSteven, Wed Apr 22 14:37:23 +0000 2020, -77.604684, 41.117936, It’s happening. Omg it’s happening. 
AynW, Wed Apr 22 14:37:23 +0000 2020, -90.011008, 29.982601, @rudekaty Yeah, I'd be fine if teachers were paid like doctors or lawyers. I mean, most of them have similar years in school. 
GregPapas3, Wed Apr 22 14:37:23 +0000 2020, -87.732013, 41.833585, @ljudnic @ThisWeekABC Just being in the neighborhood is harassing. 
me0wmixalot, Wed Apr 22 14:37:23 +0000 2020, -77.604684, 41.117936, Hey. Theres my spinnaker... ❤Sea Isle to Consider Extension for Beach Tags, Parking Permits https://t.co/5TElseKow8 via @Sea Isle News 
dikviktor, Wed Apr 22 14:37:23 +0000 2020, -71.444316, 42.196617, https://t.co/sGav99W3eSI made this video. And wrote the song. I think it’s pretty good. But wtf do I know? 
QTalkToEM, Wed Apr 22 14:37:23 +0000 2020, -87.864887, 42.314577, What moneybag yo say? 
mixtapeminimus1, Wed Apr 22 14:37:23 +0000 2020, -77.604684, 41.117936, Big Germ bishes where my money?!!!!!! https://t.co/hQuEKCgj1n 
DoriannaBee, Wed Apr 22 14:37:23 +0000 2020, -83.996731, 34.118083, Omggggg I love eggs so much 
ilovemoneyjb, Wed Apr 22 14:37:23 +0000 2020, -79.861034, 35.170499, It ain’t worth tellin a lie 
SeanFine27, Wed Apr 22 14:37:23 +0000 2020, -83.804475, 27.698682, @gop of course 
wattsStix, Wed Apr 22 14:37:23 +0000 2020, -118.411907, 34.020789, Good Morning, The amount of disrespect I’m seeing about king @funnyblackdude #blackAF is crazy. People complain a… https://t.co/NRGifkQvFy 
joelpollak, Wed Apr 22 14:37:23 +0000 2020, -118.411907, 34.020789, Fellow Niles North alum here! 
DoodleEtobicoke, Wed Apr 22 14:37:23 +0000 2020, -79.528920, 43.595790, Happy Earth Day! @ Crock A Doodle https://t.co/jq7R64kfJT 
TheDJRello, Wed Apr 22 14:37:23 +0000 2020, -78.895441, 35.990983, not to sound like a nigga..but some koolaid would hit rn 
CSEaglesHoops, Wed Apr 22 14:37:23 +0000 2020, -87.848928, 41.499327, Another phenomenal addition to the Cyclones! Congrats to Steffi! We are extremely proud of your accomplishments and… https://t.co/ObpgZdkx1x 
TrudySmither, Wed Apr 22 14:37:23 +0000 2020, -83.804475, 27.698682, A-ha - Take On Me (Alexandr Misko) (Fingerstyle Guitar) https://t.co/292e4HlcLZ via @youtubemusic 
TWNTY8, Wed Apr 22 14:37:23 +0000 2020, -73.948775, 40.655138, @DoubleA_DoesKix The side profile killing it!!! 
NewsCruz, Wed Apr 22 14:37:23 +0000 2020, -117.104989, 32.810012, I will be having a livestream today at noon. Thank you! 
bethhararwrites, Wed Apr 22 14:37:23 +0000 2020, -77.638463, 39.274720, Completely and utterly overwhelmed. 
iRollOneUp, Wed Apr 22 14:37:23 +0000 2020, -80.134986, 26.373976, Y 
iluvorb, Wed Apr 22 14:37:23 +0000 2020, -85.768241, 37.822244, Yep, whatever you say Karen. #CoronaTimes #ErrrrrybodyAnExpert https://t.co/tXHo8vd8pG 
wattsStix, Wed Apr 22 14:37:24 +0000 2020, -118.411907, 34.020789, Us = Black culture. Whether it’s low income, middle class, or upper class black culture in regards to classism, the… https://t.co/aAq6VVvw9K 
jg_gaulin, Wed Apr 22 14:37:24 +0000 2020, -121.877735, 37.662948, @RodRosenstein But the question has and will always be... who’s side are you on? Not the Consitution! #DirtyCop #FISAGate 🇺🇸 
ethan_webb27, Wed Apr 22 14:37:23 +0000 2020, -119.306608, 37.269176, Happy Earth Day! Be kind to our home. Here are some visuals of #EarthDay https://t.co/HiTdiDDdXX 
danplat, Wed Apr 22 14:37:24 +0000 2020, -81.248786, 42.948841, @WalterI65572034 @DIGZAR_SV @Valery96937087 @nayibbukele Si a usted le parece que esta persona es el mejor presiden… https://t.co/b8SFYIp4JU 
wattsStix, Wed Apr 22 14:37:24 +0000 2020, -118.411907, 34.020789, Seth McFarlane creator of Family Guy, American Dad, Cleveland show all similarities. Same formula. We say nothing.… https://t.co/eTo7fR9g2I 
TexasTrumpGal, Wed Apr 22 14:37:24 +0000 2020, -96.832009, 32.959788, @LegendoftheO @StarScream7997 @abca71ce597c448 @merrieinNYC @Alyssa_Milano First of all, I was being facetious. 2nd… https://t.co/OgCBNU6fCf 
TNtales, Wed Apr 22 14:37:24 +0000 2020, -86.585100, 36.307425, Fawn and bunnies feasting on the grass and clover in the backyard this morning. Birds chirping. Squirrels and neigh… https://t.co/mC2R07pui6 
milfxiomara, Wed Apr 22 14:37:24 +0000 2020, -100.293591, 25.641718, A la venta pack de XiomaraVideos Fotos VideollamadaChat hot Te interesa manda what 8133912103… https://t.co/Jrllbcv8G7 
ShureeSacks, Wed Apr 22 14:37:24 +0000 2020, -117.022695, 38.502147, @GovSisolak 
hannuhross, Wed Apr 22 14:37:24 +0000 2020, -86.791549, 36.200008, Me and my friends in haunted houses — bro at this haunted corn maze, I literally pushed my friend Bailey down into… https://t.co/ep6qCUMeTl 
Kunwar5, Wed Apr 22 14:37:24 +0000 2020, -121.873730, 37.331159, @prazy Boba Love . 
flosunondani, Wed Apr 22 14:37:24 +0000 2020, -81.415740, 30.342904, @TheRealSAJ19 @JackPosobiec @thehill @realDonaldTrump They like to be an easy mark for #DonTheCon 
wportguystl, Wed Apr 22 14:37:24 +0000 2020, -90.861614, 38.816800, @justinhtown1 I work in the wrong office! 
Mistercell, Wed Apr 22 14:37:24 +0000 2020, -106.065800, 28.645400, Pobres mamás y las tareas en Chihuahua, Chihuahua https://t.co/KvLOejmI70 
yesthattomfodi, Wed Apr 22 14:37:25 +0000 2020, -80.055371, 40.415639, Hey, #Pittsburgh, it is time to go back to work with appropriate precautions in place. Anything else is an abuse of… https://t.co/NNrUwcJ9Sf 
tmj_OK_LABOR, Wed Apr 22 14:37:25 +0000 2020, -95.819123, 36.074923, If jobs with titles like "Carpet Cleaning Technician" sound appealing to you, follow us to hear about these types o… https://t.co/F6TjYcnkiN 
hroblesq, Wed Apr 22 14:37:25 +0000 2020, -84.340338, 34.041212, @JulianneGmrs muchas felicidades ! Saludos desde Atlanta GA 
dricketson6464, Wed Apr 22 14:37:25 +0000 2020, -117.480990, 33.994912, And Dems wonder why they are going to lose 
QueTheTroops, Wed Apr 22 14:37:25 +0000 2020, -105.128188, 39.820206, #CabalTakedown 
aquacapricorn, Wed Apr 22 14:37:25 +0000 2020, -111.737566, 33.405755, interesting how the two amiibos i ordered from australia are gonna be here faster than the single amiibo i ordered… https://t.co/kSBbVaVIXB 
TylerMTurner, Wed Apr 22 14:37:25 +0000 2020, -80.181835, 38.920142, @faceassj good morning, king 
tmj_nj_eng, Wed Apr 22 14:37:25 +0000 2020, -75.119620, 39.925946, Career tip for landing jobs like "Software Engineer - SaaS Applications" in #Camden, NJ. Go on informational interv… https://t.co/3EH8LbcCm1 
DaMediaMogul, Wed Apr 22 14:37:25 +0000 2020, -76.593943, 24.074967, @burberrybrii I lie to you, you lie to me 🥰 
JMHitch13, Wed Apr 22 14:37:25 +0000 2020, -100.076888, 31.168893, @CattleParker I did. So you do too! 
tmj_NY_LABOR, Wed Apr 22 14:37:26 +0000 2020, -78.880315, 43.020335, We're hiring in #Tonawanda, NY! Click the link in our bio to apply to this job and more: Forklift Driver at Remedy… https://t.co/go8yEPX905 
babesespresso, Wed Apr 22 14:37:26 +0000 2020, -104.789327, 38.888519, @babesespresso hooks up @ignitevip to bring you the best CBD and Canna products on the market!!! Go to… https://t.co/D4fjAerlme 
dinojessy, Wed Apr 22 14:37:26 +0000 2020, -81.248786, 42.948841, DDS ka ba (Dingdong Dantes Supporter) 🙋🏻‍♀️🤣 
chatttitta, Wed Apr 22 14:37:26 +0000 2020, -97.780841, 31.132782, Gas really $ 1.40 in Texas 
SRHSCareers, Wed Apr 22 14:37:26 +0000 2020, -81.939383, 34.966271, We're hiring! Click to apply: RN Tier 2 - PRN 6 North Vascular Med/Surg Telemetry - https://t.co/9LmdciVGWk #PRN #medicaljobs 
coachpoots, Wed Apr 22 14:37:26 +0000 2020, -74.200410, 40.434913, @SaraCarterDC https://t.co/MA5kQec158 
maguilar2000, Wed Apr 22 14:37:26 +0000 2020, -90.026039, 29.903835, Celebrating World Earth Day 2020  https://t.co/8ICJ7QR1lg 
CarlD135, Wed Apr 22 14:37:26 +0000 2020, -86.270540, 45.001180, Morning MI 
MIXNMAC, Wed Apr 22 14:37:26 +0000 2020, -74.398686, 41.454049, Happy 🌎 Day! We serve some lovely salads right from the earth! We do have to admit that we love adding cheese to ou… https://t.co/vpSEi0ZG3i 
cintsxv, Wed Apr 22 14:37:26 +0000 2020, -123.130836, 49.174242, @luisvilelaRA @JanGold_ @OdiousDebt U mean I shd trust them? My 40 yrs in the mining industry has dulled my trust i… https://t.co/XdVG3z3gWN 
NicoleBraneshka, Wed Apr 22 14:37:26 +0000 2020, -83.804475, 27.698682, Es normal que me duela tanto el seno izquierdo ?  😩 
QualOverQuan, Wed Apr 22 14:37:26 +0000 2020, -76.620482, 39.284713, @_Himm That's so cool 
rob_rdixonlaw, Wed Apr 22 14:37:26 +0000 2020, -77.724084, 39.574156, @ochocinco YESSIR! 
Marybann7, Wed Apr 22 14:37:26 +0000 2020, -76.255686, 36.895082, I channel Hannah Ann’s breakup speech to Peter as energy in my everyday life 
511nyWNY, Wed Apr 22 14:37:26 +0000 2020, -77.858839, 43.029981, Cleared: Incident on #I90NYSThruway EB from Before Exit 47 (I-90) - Rochester - LeRoy (I-490 - Rte 19) to Exit 46 (… https://t.co/d8z8qGkhUE 
DjolnirDill, Wed Apr 22 14:37:26 +0000 2020, -73.831187, 40.670879, @BenjaminArnema1 lmfaoo 
ChardonnayD_, Wed Apr 22 14:37:26 +0000 2020, -79.833837, 40.477273, @Slick_Flair I’m Weaaaak , Whaaat ? Look up dermaplaning 😂😂 https://t.co/iHKYYYVwyc 
iam_jayredd_, Wed Apr 22 14:37:27 +0000 2020, -95.446486, 29.838495, @LONGDICKHOUSTON your snap must be deleted? 
monke_j, Wed Apr 22 14:37:26 +0000 2020, -89.922029, 35.133521, NEO-Age Art by MOnKe’J #neoageart https://t.co/wKYMf6DhVO 
mbr1649, Wed Apr 22 14:37:27 +0000 2020, -72.920917, 41.393470, @realDonaldTrump .@realDonaldTrump Not safely. They are not even going by the guidelines YOU set up! You don’t give… https://t.co/HRuMGm33B6 
511nyWNY, Wed Apr 22 14:37:27 +0000 2020, -77.843353, 43.029869, Updated: Incident on #I90NYSThruway EB from Before Exit 47 (I-90) - Rochester - LeRoy (I-490 - Rte 19) to Exit 46 (… https://t.co/9erkMuxdF0 
MylifeOnTheMoon, Wed Apr 22 14:37:27 +0000 2020, -73.968542, 40.780709, @pjlavish Cannot co-sign hby @fazeone_ 
KingDorian__, Wed Apr 22 14:37:27 +0000 2020, -84.433106, 33.767195, @ChiefJahoo lol he’s culture vulture,  he played his roll well. 
BrianChocoveli, Wed Apr 22 14:37:27 +0000 2020, -71.233690, 42.060649, When you mentally and physically prepare your body for Cancun 2020 but  RONA entered the chat https://t.co/t2HDrpgiiG 
CarlisleSchwei1, Wed Apr 22 14:37:27 +0000 2020, -111.928142, 33.392884, @paynepo Yo Yo  Yo @paynepo Seriously Dude Banana with mayo who's eats like that l mean Eww and what an awful eating &amp; tasty?? 
menacethedj, Wed Apr 22 14:37:27 +0000 2020, -100.076888, 31.168893, A cheeseburger, calling out filet mignon ... 
__dlm, Wed Apr 22 14:37:27 +0000 2020, -85.722346, 38.195555, This is so ghetto 😅 
TannerBaker56, Wed Apr 22 14:37:27 +0000 2020, -111.771409, 40.459430, @RandyLeg25  randy why he look like you?? 👀 
asolaraoo, Wed Apr 22 14:37:27 +0000 2020, -87.732013, 41.833585, Not illegal criminal aliens bastards or their lying criminal kids dumbass 
unitedauto_SC, Wed Apr 22 14:37:28 +0000 2020, -80.956790, 33.974810, #Chrysler300 Just in off the truck black on black #fullyloaded #lowdownpayment #lowmonthlypayment #ridetoday… https://t.co/rUwDGkuaQi 
CandyDhami, Wed Apr 22 14:37:28 +0000 2020, -122.818486, 49.111519, Do ittttt, @JanelleMonae. 🌝💜 
lissetteqqs, Wed Apr 22 14:37:28 +0000 2020, -81.185067, 28.529141, Today will be a productive day ! 
sweettreatslex, Wed Apr 22 14:37:28 +0000 2020, -79.438824, 37.780075, 😍 " A cupcake keeps the grumps away " 😍Lunch Special - Ham Panini Thick cut Deli Ham in a pressed Hoagie with C… https://t.co/9YK3PRWvfa 
justbrad, Wed Apr 22 14:37:28 +0000 2020, -73.948775, 40.655138, @jerusanyakundi Miso, honey, ramps, and a little bit of kale! 
Nombe, Wed Apr 22 14:37:28 +0000 2020, -122.435979, 37.770657, @lizlibra1009 Sarah McLaughlin(sp?) 
511NYMidHudson, Wed Apr 22 14:37:28 +0000 2020, -73.718299, 41.076198, Incident on #I684 NB at Exit 2 - NY 120 - Westchester County Airport https://t.co/T3XbTys91T 
adumb1111, Wed Apr 22 14:37:28 +0000 2020, -89.266508, 39.739300, https://t.co/uCbHYvotDv 
lyssasowavey, Wed Apr 22 14:37:28 +0000 2020, -80.846785, 35.209059, wanna go to rocky mount 🥺🥺🥺 
S_C_Mode, Wed Apr 22 14:37:28 +0000 2020, -73.968542, 40.780709, “My only motto in life is “Don’t Lose”’ 
watchcowork, Wed Apr 22 14:37:28 +0000 2020, -90.011008, 29.982601, 😂🤣😂🤣 
Jimmy72191073, Wed Apr 22 14:37:28 +0000 2020, -123.123581, 49.257639, @valeriaramos_6 juee.. q pecado. 🤐 
_joshuaaaaaa, Wed Apr 22 14:37:28 +0000 2020, -83.173867, 32.678207, @I_AM_FRESH1 Happy birthday!!!! Hope it was amazing and wonderful just as you are❤️❤️❤️ 
gcovacevic, Wed Apr 22 14:37:28 +0000 2020, -80.368565, 25.746940, El señor Cohen psiquiatra empático y posiblemente experto,  en Tv no sabe cómo funciona la economía porque justamen… https://t.co/PVsUm9NB0a 
snowflowerrrrr, Wed Apr 22 14:37:28 +0000 2020, -122.330602, 47.614817, @wiIdflowerbella 🙌🏻 
mnryno34, Wed Apr 22 14:37:28 +0000 2020, -104.976767, 39.534794, @mtnpoet @StormHour Thank you. 
